_id,ltable_id,rtable_id,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,gold
1174685,697,24621,Thriller ( Live From Hammersmith Palais ),Fall Out Boy,Infinity On High - Deluxe Bonus - EP,"Alternative , Music , Punk , Rock , Adult Alternative",$ 0.99,2007 The Island Def Jam Music Group,3:32,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Fall Out Boy,Infinity On High - Deluxe Bonus EP,Alternative Rock,$ 0.99,( C ) 2007 The Island Def Jam Music Group,3:32,"November 20 , 2007",0
1174893,738,24625,I 've Got All This Ringing In My Ears and None On My Fingers,Fall Out Boy,Infinity On High,"Alternative , Music , Rock , Adult Alternative , Punk",$ 0.99,2007 The Island Def Jam Music Group,4:06,6-Feb-07,I 'm Like A Lawyer With The Way I 'm Always Trying To Get You Off ( Me & You ),Fall Out Boy,Infinity On High,Rock,$ 1.29,( C ) 2007 The Island Def Jam Music Group,3:31,"February 6 , 2007",0
1206531,2828,24830,In the Bathtub,Geoff Zanelli & Mark Ronson,Mortdecai ( Music from the Motion Picture ),"Soundtrack , Music , Original Score , Soundtrack , Classical",$ 1.29,2015 Lions Gate Records Inc.,2:23,20-Jan-15,The Path of Old Tradition,Geoff Zanelli,Into the West - Original Soundtrack from the Miniseries,"Miscellaneous , Soundtracks",$ 0.99,2013 Paramount Music !,1:42,"July 12 , 2013",0
1210043,2830,24839,In the Bathtub,Geoff Zanelli & Mark Ronson,Mortdecai ( Music from the Motion Picture ),"Soundtrack , Music , Original Score , Soundtrack , Classical",$ 1.29,2015 Lions Gate Records Inc.,2:23,20-Jan-15,The Wheel and the Sunset,Geoff Zanelli,Into the West - Original Soundtrack from the Miniseries,"Miscellaneous , Soundtracks",$ 0.99,2013 Paramount Music !,2:00,"July 12 , 2013",0
1219806,2858,24864,In the Bathtub,Geoff Zanelli & Mark Ronson,Mortdecai ( Music from the Motion Picture ),"Soundtrack , Music , Original Score , Soundtrack , Classical",$ 1.29,2015 Lions Gate Records Inc.,2:23,20-Jan-15,Leaving the School,Geoff Zanelli,Into the West - Original Soundtrack from the Miniseries,"Miscellaneous , Soundtracks",$ 0.99,2013 Paramount Music !,1:36,"July 12 , 2013",0
1225050,2270,24919,Say Something,A Great Big World & Christina Aguilera,Is There Anybody Out There ?,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,"2013 , 2014 Epic Records , a division of Sony Music Entertainment",3:49,17-Jan-14,Say Something,A Great Big World,Is There Anybody Out There ?,Pop,$ 1.29,( c ) 2010 Goldenlane Records,3:53,"January 17 , 2014",0
1225365,2273,24943,Say Something,A Great Big World & Christina Aguilera,Is There Anybody Out There ?,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,"2013 , 2014 Epic Records , a division of Sony Music Entertainment",3:49,17-Jan-14,Say Something,A Great Big World,Is There Anybody Out There ?,Pop,$ 1.29,( c ) 2010 Goldenlane Records,3:53,"January 17 , 2014",0
1230179,6787,25034,Sorry For Partyin ',Thomas Rhett,It Goes Like This,"Country , Music , Contemporary Country , Honky Tonk",$ 1.29,"‰ ãÑ 2013 The Valory Music Co. , LLC",3:28,29-Oct-13,Sorry For Partyin ',Thomas Rhett,It Goes Like This,Country,$ 1.29,"( C ) 2013 The Valory Music Co. , LLC",3:27,"October 29 , 2013",0
1254549,5798,25404,Blind,Jason Derulo,Jason Derulo ( Deluxe Version ),"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,3:35,26-Feb-10,Blind,Jason Derulo,Jason Derulo ( Amazon Exclusive ) [ + Video ] [ + Digital Booklet ],Pop,$ 1.29,2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,3:35,"March 1 , 2010",0
1255241,5796,25420,Encore,Jason Derulo,Jason Derulo ( Deluxe Version ),"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,3:43,26-Feb-10,Encore,Jason Derulo,Jason Derulo,Pop,$ 1.29,2011 Warner Bros. . Records Inc.,3:43,"February 24 , 2010",0
1255286,420,25450,Jealous ( The Rooftop Boys Remix ),Nick Jonas,Jealous ( The Rooftop Boys Remix ) - Single,"Dance , Music , Rock , R&B / Soul",$ 1.29,"2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",4:16,27-Oct-14,Jealous ( Bent Collective Remix ),Nick Jonas,Jealous ( Bent Collective Remix ),Dance & Electronic,$ 1.29,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",7:02,"October 27 , 2014",0
1261108,1124,25608,Staring At the Sun,TV on the Radio,Entourage : Music from and Inspired By the Hit HBO Original Series,"Hip-Hop/Rap , Music , Soundtrack",Album Only,2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:58,7-Aug-07,Where the People Cried - Symphony no. 3 : Unforgotten Horses,The London Session Orchestra,Johnson : The Symphonic Series II : Where the People Cried - Symphony No. 3,Classical,$ 0.99,1998 LJM Music Publishing,4:56,"September 8 , 2006",0
1261194,1379,25612,Back To the Stars ( The Sound of Dubstep Darker 3 Edit ) [ feat . Steve Edwards ] [ Fei-Fei 's Feided Remix ],The Squatters,The Sound of Dubstep Darker 3 - Ministry of Sound,"Dance , Music",$ 1.29,2013 Ministry of Sound Recordings Limited,3:39,19-May-13,Where the People Cried - Symphony no. 3 : The Great Spirit Remains,The London Session Orchestra,Johnson : The Symphonic Series II : Where the People Cried - Symphony No. 3,Classical,$ 0.99,1998 LJM Music Publishing,4:51,"September 8 , 2006",0
1274823,4609,26139,I Thought You Knew,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,1999 Capitol Records Nashville,3:51,19-Oct-99,Stuck In The Middle With You,Keith Urban,Keith Urban In The Ranch,Country,$ 1.29,( c ) 1997 Capitol Nashville,3:50,"February 10 , 2004",0
1275092,4607,26145,I Thought You Knew,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,1999 Capitol Records Nashville,3:51,19-Oct-99,I Wan na Be Your Man ( Forever ),Keith Urban,Keith Urban,Country,$ 1.29,( C ) 1999 Capitol Records Nashville,3:09,"October 19 , 1999",0
1280048,6407,26231,It 's On,"Demi Lovato , Meaghan Martin , Jordan Francis , Alyson Stoner , Matthew `` Mdot '' Finley & Roshon Fegan",Camp Rock 2 : The Final Jam ( Soundtrack from the Motion Picture ),"Soundtrack , Music",$ 1.29,‰ ãÑ 2010 Walt Disney Records,4:02,10-Aug-10,Mindy 's First Date,Henry Jackman & Matthew Margeson,Kick-Ass 2 ( Original Motion Picture Soundtrack ),Soundtracks,$ 0.99,2013 La-La Land Records,2:54,"August 11 , 2013",0
1285193,4351,26460,Scarecrows,Luke Bryan,Kill the Lights,"Country , Music , Rock , Contemporary Country",$ 1.29,2015 Capitol Records Nashville,3:38,7-Aug-15,Scarecrows,Luke Bryan,Kill The Lights,Country,$ 1.29,( C ) 2015 Capitol Records Nashville,3:36,"August 7 , 2015",0
1285496,4417,26473,Scarecrows,Luke Bryan,Kill the Lights,"Country , Music , Rock , Contemporary Country",$ 1.29,2015 Capitol Records Nashville,3:38,7-Aug-15,Scarecrows,Luke Bryan,Kill The Lights,Country,$ 1.29,( C ) 2015 Capitol Records Nashville,3:36,"August 7 , 2015",0
1286092,4353,26499,Scarecrows,Luke Bryan,Kill the Lights,"Country , Music , Rock , Contemporary Country",$ 1.29,2015 Capitol Records Nashville,3:38,7-Aug-15,Scarecrows,Luke Bryan,Kill The Lights,Country,$ 1.29,( C ) 2015 Capitol Records Nashville,3:36,"August 7 , 2015",0
1320534,5231,27232,Loving You No More ( feat . Drake ),Diddy - Dirty Money & Drake,Last Train to Paris,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,‰ ãÑ 2010 Bad Boy/Interscope Records,4:05,14-Dec-10,Shades [ feat . Justin Timberlake ] [ Clean ],Diddy - Dirty Money,Last Train To Paris ( Deluxe Version ),Rap & Hip-Hop,$ 1.29,( C ) 2010 Bad Boy/Interscope Records,5:57,"December 14 , 2010",0
1327161,5227,27258,"I Know ( feat . Chris Brown , Wiz Khalifa & Seven )","Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven",Last Train to Paris,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,‰ ãÑ 2010 Bad Boy/Interscope Records,4:31,14-Dec-10,Loving You No More [ feat . Drake ],Diddy - Dirty Money,Last Train To Paris [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2010 Bad Boy/Interscope Records,4:05,"December 14 , 2010",0
1327189,5223,27260,"Shades ( feat . Lil Wayne , Justin Timberlake , Bilal & James Fauntleroy )","Diddy - Dirty Money , Lil Wayne , Justin Timberlake , Bilal & James Fauntleroy",Last Train to Paris,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,‰ ãÑ 2010 Bad Boy/Interscope Records,5:57,14-Dec-10,A ** On The Floor [ feat . Swizz Beatz ] [ Clean ],Diddy - Dirty Money,Last Train To Paris,Rap & Hip-Hop,$ 1.29,( C ) 2010 Bad Boy/Interscope Records,4:04,"December 14 , 2010",0
1327191,5225,27260,Strobe Lights ( feat . Lil Wayne ),Diddy - Dirty Money & Lil Wayne,Last Train to Paris,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,‰ ãÑ 2010 Bad Boy/Interscope Records,3:33,14-Dec-10,A ** On The Floor [ feat . Swizz Beatz ] [ Clean ],Diddy - Dirty Money,Last Train To Paris,Rap & Hip-Hop,$ 1.29,( C ) 2010 Bad Boy/Interscope Records,4:04,"December 14 , 2010",0
1327263,5217,27265,Ass On the Floor ( feat . Swizz Beatz ),Diddy - Dirty Money & Swizz Beatz,Last Train to Paris,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,‰ ãÑ 2010 Bad Boy/Interscope Records,4:04,14-Dec-10,Your Love [ feat . Trey Songz ] [ Clean ],Diddy - Dirty Money,Last Train To Paris,Rap & Hip-Hop,$ 1.29,( C ) 2010 Bad Boy/Interscope Records,3:54,"December 14 , 2010",0
1327296,5218,27267,Yeah Yeah You Would ( feat . Grace Jones ),Diddy - Dirty Money & Grace Jones,Last Train to Paris,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,‰ ãÑ 2010 Bad Boy/Interscope Records,3:42,14-Dec-10,Angels [ feat . Rick Ross ] [ Clean ],Diddy - Dirty Money,Last Train To Paris,Rap & Hip-Hop,$ 1.29,( C ) 2010 Bad Boy/Interscope Records,5:11,"December 14 , 2010",0
1328787,2679,27451,Any Man of Mine ( American Idol Performance ),Lauren Alaina,American Idol Season 10 : Lauren Alaina,"Country , Music , Rock",$ 1.29,"2011 19 Recordings , Inc.",3:40,25-May-11,Born To Fly ( American Idol Performance ),Lauren Alaina,Lauren Alaina - American Idol Season 10,Country,$ 1.29,"( C ) 2011 19 Recordings , Inc.",2:52,"May 25 , 2011",0
1328791,2684,27451,Any Man of Mine ( American Idol Performance ),Lauren Alaina,American Idol Season 10 : Lauren Alaina,"Country , Music , Rock",$ 1.29,"2011 19 Recordings , Inc.",3:40,25-May-11,Born To Fly ( American Idol Performance ),Lauren Alaina,Lauren Alaina - American Idol Season 10,Country,$ 1.29,"( C ) 2011 19 Recordings , Inc.",2:52,"May 25 , 2011",0
1328857,2679,27456,Any Man of Mine ( American Idol Performance ),Lauren Alaina,American Idol Season 10 : Lauren Alaina,"Country , Music , Rock",$ 1.29,"2011 19 Recordings , Inc.",3:40,25-May-11,I 'm The Only One ( American Idol Performance ),Lauren Alaina,Lauren Alaina - American Idol Season 10,Country,$ 1.29,"( C ) 2011 19 Recordings , Inc.",3:53,"May 25 , 2011",0
1329484,343,27481,Lean On ( Moska Remix ) [ feat . M ' ... & DJ Snake ],Major Lazer,Lean On ( Remixes ) [ feat . M ' ... & DJ Snake ] - EP,"Electronic , Music",$ 1.29,2015 Mad Decent,4:07,10-Jul-15,Lean on ( Piano Karaoke Accompaniment ) [ F Sharp Minor Key ] [ feat . MÌ ÷ ],"Major Lazer , DJ Snake",Lean On ( Piano Karaoke Accompaniment ) [ feat . MÌü ],Miscellaneous,$ 0.69,Sing as a star,3:14,"August 31 , 2015",0
1329513,345,27485,Lean On ( Moska Remix ) [ feat . M ' ... & DJ Snake ],Major Lazer,Lean On ( Remixes ) [ feat . M ' ... & DJ Snake ] - EP,"Electronic , Music",$ 1.29,2015 Mad Decent,4:07,10-Jul-15,Lean on ( Piano Karaoke Accompaniment ) [ ( F Minor Key ) ] [ feat . MÌ ÷ ],"Major Lazer , DJ Snake",Lean On ( Piano Karaoke Accompaniment ) [ feat . MÌü ],Miscellaneous,$ 0.69,Sing as a star,3:14,"August 31 , 2015",0
1329581,334,27487,Lean On ( Moska Remix ) [ feat . M ' ... & DJ Snake ],Major Lazer,Lean On ( Remixes ) [ feat . M ' ... & DJ Snake ] - EP,"Electronic , Music",$ 1.29,2015 Mad Decent,4:07,10-Jul-15,Lean On ( J Balvin & Farruko Remix ) [ feat . MÌ ÷ & DJ Snake ],Major Lazer,"Lean On ( Remixes ) , Vol . 2",Dance & Electronic,$ 1.29,2015 Mad Decent,3:45,"September 4 , 2015",0
1330106,1462,27505,45,Shinedown,Leave a Whisper,"Rock , Music , Hard Rock , Alternative",$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,4:09,27-May-03,45,Shinedown,Leave A Whisper ( Deluxe ),Rock,$ 1.29,2015 Mad Decent,4:09,"May 27 , 2003",0
1330131,1633,27505,45,Shinedown,Leave a Whisper,"Rock , Music , Hard Rock , Alternative",$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,4:09,27-May-03,45,Shinedown,Leave A Whisper ( Deluxe ),Rock,$ 1.29,2015 Mad Decent,4:09,"May 27 , 2003",0
1330163,1624,27506,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Shinedown,Leave a Whisper ( Deluxe Version ),"Rock , Music , Hard Rock , Alternative",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,3:59,27-May-03,Simple Man [ Acoustic ],Shinedown,Leave A Whisper ( Deluxe ),Rock,$ 1.29,2015 Mad Decent,5:20,"May 27 , 2003",0
1330290,1446,27510,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Shinedown,Leave a Whisper ( Deluxe Version ),"Rock , Music , Hard Rock , Alternative",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,3:59,27-May-03,Leave A Whisper [ From Leave A Whisper Sessions ],Shinedown,Leave A Whisper ( Deluxe ),Rock,$ 1.29,2015 Mad Decent,3:36,"May 27 , 2003",0
1345814,5428,27803,I 'll Hold My Breath ( Live at the iTunes Festival ),Ellie Goulding,Bright Lights ( Deluxe Version ),"Pop , Music , Dance , Rock",$ 1.29,‰ ãÑ 2010 Polydor Ltd. ( UK ),3:47,29-Nov-10,Under The Sheets,Ellie Goulding,Lights ( Amazon Exclusive Version ) [ + Digital Booklet ],Pop,$ 1.29,( C ) 2011 Polydor Ltd. ( UK ),3:44,"March 8 , 2011",0
1345815,5429,27803,Roscoe ( Live at the iTunes Festival ),Ellie Goulding,Bright Lights ( Deluxe Version ),"Pop , Music , Dance , Rock",$ 1.29,‰ ãÑ 2010 Polydor Ltd. ( UK ),3:27,29-Nov-10,Under The Sheets,Ellie Goulding,Lights ( Amazon Exclusive Version ) [ + Digital Booklet ],Pop,$ 1.29,( C ) 2011 Polydor Ltd. ( UK ),3:44,"March 8 , 2011",0
1347045,4205,27818,Lights ( RAC Mix ),Ellie Goulding,"Lights , Pt. 2 ( The Remixes ) - EP","Dance , Music , Pop",$ 1.29,2011 Polydor Ltd. ( UK ),5:44,19-Jul-11,Lights ( Ming Remix ),Ellie Goulding,Lights ( The Remixes Part 2 ),Pop,$ 1.29,( C ) 2011 Polydor Ltd. ( UK ),4:57,"July 19 , 2011",0
1348121,1163,27978,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,What I did for Love ( feat . Emeli SandÌ © ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:27,"November 24 , 2014",0
1348147,1205,27979,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,No Money no Love ( feat . Elliphant & Ms. Dynamite ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:57,"November 24 , 2014",0
1348153,1318,27979,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,No Money no Love ( feat . Elliphant & Ms. Dynamite ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:57,"November 24 , 2014",0
1348203,1302,27982,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,"Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo )",David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:58,"November 24 , 2014",0
1348321,1165,27989,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,I 'll Keep Loving you ( feat . Birdy & Jaymes Young ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:08,"November 24 , 2014",0
1348338,1164,27990,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,The Whisperer ( feat . Sia ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:54,"November 24 , 2014",0
1348343,1203,27990,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,The Whisperer ( feat . Sia ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:54,"November 24 , 2014",0
1348394,1174,27993,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Shot me Down ( feat . Skylar Grey ) [ Radio Edit ],David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:11,"November 24 , 2014",0
1348468,1176,27997,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,No Money no Love ( feat . Elliphant & Ms. Dynamite ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:57,"November 24 , 2014",0
1348497,1156,27999,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Goodbye Friend ( feat . The Script ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:49,"November 24 , 2014",0
